ID,氏名,性別,所属学部,古典,物理,化学,経済,英語,数学,情報
S0443,中村 陽子,女,文学部,100,56,51,47,84,47,50
S0444,吉田 知実,女,文学部,93,51,48,47,80,60,53
S0445,高橋 あすか,女,文学部,90,65,52,53,78,45,61
S0446,小林 修平,男,文学部,95,46,48,54,78,56,58
S0447,前田 さゆり,女,文学部,100,53,55,55,77,50,55
S0448,佐藤 千代,女,文学部,85,57,55,58,78,65,63
S0449,坂本 香織,女,文学部,91,58,63,58,89,49,65
S0450,橋本 あすか,女,文学部,88,62,52,63,78,60,56
S0451,山田 修平,男,文学部,96,53,45,49,75,50,46
S0452,小林 陽一,男,文学部,91,59,55,64,88,53,58
S0453,渡辺 智也,男,文学部,90,59,50,57,83,48,63
S0454,松本 里佳,女,文学部,85,63,61,51,77,64,63
S0455,橋本 知実,女,文学部,85,62,59,63,78,55,46
S0456,田中 くみ子,女,文学部,92,49,65,52,80,56,59
S0457,中川 篤司,男,文学部,85,46,52,52,90,55,51
S0458,石井 香織,女,文学部,88,63,62,60,86,55,65
S0459,中川 稔,男,文学部,93,55,51,58,78,50,64
S0460,鈴木 陽一,男,文学部,100,58,46,57,83,50,62
S0461,遠藤 和也,男,文学部,87,49,51,48,79,61,60
S0462,前田 直子,女,文学部,100,64,45,53,83,53,47
S0463,山下 香織,女,文学部,90,63,60,50,86,50,56
S0464,渡辺 裕樹,男,文学部,88,63,60,49,81,47,54
S0465,松本 零,男,文学部,89,45,46,51,87,49,46
S0466,阿部 直人,男,文学部,89,57,49,49,86,56,63
S0467,林 康弘,男,文学部,99,53,57,46,89,50,62
S0468,吉田 修平,男,文学部,91,65,62,52,81,51,59
S0469,伊藤 陽一,男,文学部,98,54,58,48,86,53,63
S0470,佐藤 充,男,文学部,98,59,47,54,86,61,59
S0471,前田 くみ子,女,文学部,94,51,49,53,86,58,58
S0472,佐藤 くみ子,女,文学部,93,50,60,49,79,54,45
S0473,斎藤 学,男,文学部,88,62,65,48,78,45,63
S0474,中村 智也,男,文学部,86,65,46,58,81,50,59
S0475,鈴木 直人,男,文学部,85,61,59,64,90,61,51
S0476,近藤 さゆり,女,文学部,89,56,62,56,77,50,56
S0477,清水 舞,女,文学部,100,57,47,63,78,54,58
S0478,中村 陽一,男,文学部,98,50,64,52,80,60,50
S0479,山本 淳,男,文学部,96,53,47,45,87,47,60
S0480,高橋 くみ子,女,文学部,87,63,52,54,87,57,56
S0481,小林 直人,男,文学部,86,52,65,54,88,47,47
S0482,山田 陽一,男,文学部,98,55,55,49,86,61,64
S0483,阿部 直子,女,文学部,87,50,45,49,81,65,59
S0484,中川 直子,女,文学部,92,50,53,50,85,63,50
S0485,中村 翼,男,文学部,95,60,56,63,79,54,62
S0486,伊藤 裕美子,女,文学部,95,56,49,65,76,46,45
S0487,山口 春香,女,文学部,85,51,59,59,82,50,47
S0488,林 明美,女,文学部,98,51,50,59,81,65,62
S0489,村上 美加子,女,文学部,96,52,60,46,78,55,65
S0490,佐々木 あすか,女,文学部,99,53,50,50,79,59,50
S0491,佐藤 結衣,女,文学部,98,62,62,46,75,52,45
S0492,小林 翔太,男,文学部,100,54,57,59,77,57,63
S0493,太田 英樹,男,文学部,88,51,46,62,82,51,45
S0494,斉藤 七夏,女,文学部,96,64,50,59,76,54,58
S0495,斎藤 結衣,女,文学部,92,61,55,52,85,45,55
S0496,加藤 亮介,男,文学部,92,57,54,59,78,59,65
S0497,池田 稔,男,文学部,86,56,57,54,77,58,57
S0498,阿部 結衣,女,文学部,91,61,59,45,83,58,60
S0499,橋本 花子,女,文学部,96,63,47,54,87,56,65
S0500,加藤 洋介,男,文学部,92,63,52,63,82,56,51
S0501,斎藤 康弘,男,文学部,91,52,59,58,87,63,59
S0502,山崎 篤司,男,文学部,96,55,59,58,88,60,54
S0503,木村 知実,女,文学部,87,64,45,60,76,48,60
S0504,村上 七夏,女,文学部,92,53,63,65,86,64,48
S0505,小林 結衣,女,文学部,85,50,61,65,75,52,50
S0506,村上 和也,男,文学部,91,57,46,64,84,59,57
S0507,青木 修平,男,文学部,86,56,59,49,82,62,49
S0508,近藤 香織,女,文学部,96,63,60,48,82,59,57
S0509,石川 洋介,男,文学部,90,52,50,48,90,61,49
S0510,中村 舞,女,文学部,91,48,45,48,90,63,47
S0511,中川 篤司,男,文学部,99,48,56,63,88,54,52
S0512,遠藤 香織,女,文学部,95,61,53,55,80,58,61
S0513,山口 稔,男,文学部,99,51,60,53,76,53,62
S0514,鈴木 真綾,女,文学部,93,50,57,50,87,52,46
S0515,西村 太郎,男,文学部,96,62,50,57,79,53,65
S0516,佐藤 美加子,女,文学部,94,45,54,45,85,47,56
S0517,山崎 洋介,男,文学部,99,60,60,54,82,48,64
S0518,佐藤 篤司,男,文学部,89,64,60,63,90,54,55
S0519,伊藤 くみ子,女,文学部,85,57,52,56,81,50,51
S0520,加藤 直樹,男,文学部,94,60,45,63,85,61,53
S0521,中島 花子,女,文学部,90,64,57,60,75,58,47
S0522,森 洋介,男,文学部,93,59,63,49,87,51,64
S0523,岡田 直子,女,文学部,98,46,57,62,77,64,60
S0524,渡辺 幹,女,文学部,90,65,45,56,79,59,50
S0525,渡辺 治,男,文学部,92,53,63,46,85,65,51
S0526,斎藤 亮介,男,文学部,95,65,54,46,89,55,47
S0527,高橋 舞,女,文学部,85,57,51,50,78,51,46
S0528,斎藤 さゆり,女,文学部,86,49,63,47,86,53,64
S0529,山本 浩,男,文学部,98,63,56,46,86,65,59
S0530,佐藤 晃,男,文学部,90,54,55,50,90,51,58
S0531,中村 舞,女,文学部,87,58,47,48,90,50,48
S0532,山崎 拓真,男,文学部,90,58,49,50,79,65,59
S0533,木村 淳,男,文学部,94,53,57,62,77,52,51
S0534,渡辺 七夏,女,文学部,100,62,58,58,81,53,48
S0535,三浦 真綾,女,文学部,97,50,49,55,86,52,51
S0536,後藤 美加子,女,文学部,92,53,46,62,87,63,45
S0537,佐藤 裕美子,女,文学部,94,51,46,51,90,57,53
S0538,近藤 舞,女,文学部,93,62,49,53,80,56,57
S0539,中川 陽子,女,文学部,91,65,64,62,89,49,63
S0540,中村 結衣,女,文学部,97,58,49,61,90,55,63
S0541,岡本 七夏,女,文学部,94,61,63,54,78,63,60
S0542,高橋 あすか,女,文学部,90,59,63,54,77,65,46
S0543,佐藤 さゆり,女,文学部,100,50,47,51,87,64,53
S0544,岡田 香織,女,文学部,92,60,55,46,86,64,54
S0545,佐藤 英樹,男,文学部,95,49,52,53,87,51,61
S0546,太田 京助,男,文学部,87,53,58,62,75,58,59
S0547,石井 治,男,文学部,97,46,64,57,85,65,64
S0548,西村 真綾,女,文学部,98,48,53,55,76,58,46
S0549,山口 桃子,女,文学部,91,57,65,59,78,45,58
S0550,佐藤 涼平,男,文学部,96,62,57,64,81,49,46
S0551,岡田 くみ子,女,文学部,96,61,60,48,83,46,54
S0552,佐藤 裕太,男,文学部,86,54,64,53,90,54,49
S0553,吉田 舞,女,文学部,99,64,59,52,84,46,49
S0554,山下 香織,女,文学部,85,47,57,56,83,49,62
S0555,吉田 治,男,文学部,88,58,53,46,90,65,51
S0556,中川 聡太郎,男,文学部,90,50,61,56,77,47,50
S0557,佐藤 智也,男,文学部,88,58,63,52,80,54,48
S0558,佐々木 英樹,男,文学部,85,63,56,64,90,53,47
S0559,斎藤 裕美子,女,文学部,85,51,51,50,80,53,45
S0560,石川 直樹,男,文学部,99,61,54,57,87,58,48
S0561,吉田 稔,男,文学部,93,61,59,64,89,64,61
S0562,村上 翔太,男,文学部,93,48,49,45,83,63,58
S0563,福田 充,男,文学部,91,61,65,57,84,47,47
S0564,渡辺 零,男,文学部,97,65,58,53,83,60,48
S0565,斎藤 春香,女,文学部,88,54,55,65,90,50,49
S0566,山崎 陽一,男,文学部,90,45,58,57,75,55,54
S0567,山口 涼平,男,文学部,100,53,53,62,84,47,47
S0568,山田 浩,男,文学部,88,57,59,52,82,55,55
S0569,吉田 京助,男,文学部,87,57,59,65,78,50,55
S0570,高橋 充,男,文学部,100,50,62,54,83,47,62
S0571,佐藤 幹,女,文学部,99,58,61,50,85,49,62
S0572,鈴木 幹,女,文学部,99,58,60,64,75,54,59
S0573,佐藤 あすか,女,文学部,88,58,46,56,78,48,46
S0574,山崎 晃,男,文学部,97,65,58,64,88,51,45
S0575,山口 真綾,女,文学部,92,49,49,50,87,63,50
S0576,中島 修平,男,文学部,94,48,56,47,80,47,57
S0577,吉田 さゆり,女,文学部,97,46,56,63,78,46,62
S0578,松本 亮介,男,文学部,99,49,50,63,84,48,61
S0579,小川 さゆり,女,文学部,92,55,65,48,82,47,64
S0580,小林 篤司,男,文学部,98,46,60,54,76,49,49
S0581,田中 香織,女,文学部,96,63,48,59,85,49,47
S0582,鈴木 浩,男,文学部,90,65,48,58,75,55,55
S0583,鈴木 美加子,女,文学部,100,49,60,62,78,50,48
S0584,藤井 陽子,女,文学部,89,65,63,56,85,60,52
S0585,橋本 あすか,女,文学部,95,49,45,63,83,64,56
S0586,小林 加奈,女,文学部,89,63,60,63,78,57,45
S0587,加藤 裕樹,男,文学部,85,53,55,55,79,61,65
S0588,中島 翼,男,文学部,91,56,59,45,90,60,50
S0589,山本 裕樹,男,文学部,99,48,53,59,79,61,62
S0590,松本 加奈,女,文学部,99,64,46,54,80,65,46
S0591,坂本 里佳,女,文学部,94,54,63,46,83,61,57
S0592,佐藤 京助,男,文学部,96,50,59,53,87,45,53
S0593,山本 修平,男,文学部,86,54,52,56,82,63,61
S0594,中村 さゆり,女,文学部,98,62,65,48,84,54,46
S0595,山下 幹,女,文学部,87,63,47,47,75,45,47
S0596,佐々木 治,男,文学部,98,53,60,54,86,49,51
S0597,小林 学,男,文学部,86,56,52,53,79,61,61
S0598,高橋 和也,男,文学部,91,50,62,57,87,65,54
S0599,佐藤 真綾,女,文学部,91,55,53,50,76,57,52
S0600,鈴木 さゆり,女,文学部,91,56,55,56,76,56,53
S0601,藤田 裕太,男,文学部,98,55,47,48,82,50,62
S0602,山下 結衣,女,文学部,95,52,51,47,87,49,48
S0603,佐藤 健一,男,文学部,98,60,46,64,84,58,57
S0604,村上 裕太,男,文学部,86,57,58,65,87,47,65
S0605,林 浩,男,文学部,99,45,51,57,88,53,58
S0606,小林 翼,男,文学部,89,50,64,60,77,47,61
S0607,小林 知実,女,文学部,90,58,64,60,85,59,54
S0608,小林 太郎,男,文学部,96,58,45,46,88,59,58
S0609,長谷川 裕美子,女,文学部,88,61,49,55,77,64,56
S0610,林 幹,女,文学部,95,49,59,62,76,61,49
S0611,中川 太一,男,文学部,96,57,49,62,76,57,50
S0612,高橋 春香,女,文学部,97,59,61,54,83,58,57
S0613,高橋 香織,女,文学部,93,61,59,62,82,56,60
S0614,中村 美加子,女,文学部,96,65,46,52,84,58,64
S0615,渡辺 淳,男,文学部,99,63,63,57,90,65,48
S0616,田中 香織,女,文学部,98,64,51,63,89,60,59
S0617,藤原 舞,女,文学部,93,45,65,62,90,58,60
S0618,佐藤 花子,女,文学部,87,52,51,49,83,62,45
S0619,高橋 太一,男,文学部,96,47,64,63,84,57,57
S0620,池田 稔,男,文学部,89,58,55,49,81,51,45
S0621,池田 裕太,男,文学部,86,53,56,64,78,45,65
S0622,小川 裕美子,女,文学部,87,54,65,65,80,59,55
S0623,近藤 修平,男,文学部,88,49,53,47,80,56,62
S0624,三浦 花子,女,文学部,94,65,63,57,83,46,60
S0625,清水 篤司,男,文学部,90,58,61,50,83,56,56
S0626,山崎 七夏,女,文学部,94,59,65,48,81,64,46
S0627,林 あすか,女,文学部,86,55,50,61,82,64,55
S0628,田中 裕樹,男,文学部,91,59,54,65,85,45,53
S0629,高橋 翼,男,文学部,100,46,55,50,77,46,57
S0630,佐藤 あすか,女,文学部,86,65,46,62,89,56,51
S0631,佐々木 裕太,男,文学部,95,61,53,62,76,51,60
S0632,渡辺 幹,女,文学部,89,50,51,59,83,48,61
S0633,松本 稔,男,文学部,92,53,62,45,81,59,62
S0634,斎藤 明美,女,文学部,95,62,62,46,75,53,60
S0635,小川 七夏,女,文学部,94,60,61,64,87,47,59
S0636,小林 治,男,文学部,89,64,52,63,83,59,48
S0637,佐々木 充,男,文学部,85,60,65,59,88,54,64
S0638,長谷川 加奈,女,文学部,97,60,65,58,75,59,50
S0639,中島 亮介,男,文学部,97,54,56,47,85,53,59
S0640,山崎 陽子,女,文学部,93,52,64,61,79,60,45
S0641,佐藤 陽一,男,文学部,96,62,52,65,86,52,58
S0642,村上 裕太,男,文学部,96,57,60,64,77,52,57
S0643,佐々木 さゆり,女,文学部,88,53,52,53,78,52,49
S0644,山口 直子,女,文学部,90,48,61,49,87,51,58
S0645,木村 学,男,文学部,87,51,55,65,75,50,61
S0646,井上 康弘,男,文学部,92,57,56,53,87,48,62
S0647,斎藤 稔,男,文学部,99,53,54,52,77,48,61
S0648,小林 陽一,男,文学部,98,65,51,63,89,61,55
S0649,伊藤 浩,男,文学部,88,55,62,46,76,49,55
S0650,岡田 洋介,男,文学部,94,59,64,60,78,50,47
S0651,木村 健一,男,文学部,99,49,52,49,80,45,50
S0652,森 陽子,女,文学部,87,62,48,47,78,47,45
S0653,木村 桃子,女,文学部,86,59,53,61,90,63,53
S0654,吉田 直樹,男,文学部,87,58,58,59,77,48,46
S0655,加藤 さゆり,女,文学部,85,59,45,62,90,53,58
S0656,井上 直子,女,文学部,86,65,45,65,87,56,62
S0657,後藤 直樹,男,文学部,91,51,62,57,87,51,54
S0658,山本 聡太郎,男,文学部,97,64,60,48,80,64,53
S0659,鈴木 くみ子,女,文学部,95,53,55,61,88,54,59
S0660,長谷川 里佳,女,文学部,93,55,59,56,81,49,58
S0661,高橋 裕美子,女,文学部,87,64,46,46,84,62,55
S0662,藤田 香織,女,文学部,97,54,54,63,80,54,63
S0663,小林 翔太,男,文学部,94,48,50,48,75,57,49
S0664,山本 篤司,男,文学部,87,58,58,50,80,49,56
S0665,石井 結衣,女,文学部,88,64,51,46,88,54,56
S0666,石川 結衣,女,文学部,94,55,53,53,86,50,58
S0667,坂本 裕樹,男,文学部,89,60,60,48,87,46,58
S0668,加藤 陽一,男,文学部,88,62,53,61,82,49,65
S0669,中川 陽子,女,文学部,87,49,51,56,82,45,64
S0670,坂本 学,男,文学部,87,50,55,56,84,62,65
S0671,田中 裕美子,女,文学部,86,54,63,56,76,56,51
S0672,長谷川 篤司,男,文学部,96,57,45,65,85,59,59
S0673,鈴木 亮介,男,文学部,91,52,58,63,80,56,56
S0674,藤田 あすか,女,文学部,97,49,57,60,90,60,50
S0675,小林 千代,女,文学部,87,62,61,65,77,55,57
S0676,鈴木 明美,女,文学部,91,56,50,64,76,64,45
S0677,中村 香織,女,文学部,96,45,60,54,83,50,62
S0678,伊藤 康弘,男,文学部,85,51,46,60,86,62,47
S0679,木村 健一,男,文学部,100,61,62,47,75,48,54
S0680,岡田 涼平,男,文学部,94,59,60,49,85,58,54
S0681,加藤 零,男,文学部,96,55,60,57,81,54,64
S0682,田中 花子,女,文学部,88,61,51,61,77,45,53
S0683,山田 直人,男,文学部,95,49,47,60,84,65,65
S0684,高橋 美加子,女,文学部,100,64,56,62,77,59,48
S0685,清水 健一,男,文学部,93,58,62,61,88,47,55
S0686,村上 香織,女,文学部,100,55,65,48,82,50,62
S0687,森 裕美子,女,文学部,86,50,45,56,88,54,55
S0688,斎藤 晃,男,文学部,95,49,59,62,76,52,56
S0689,高橋 知実,女,文学部,99,53,55,48,81,55,49
S0690,石川 晃,男,文学部,89,57,59,62,84,55,63
S0691,村上 里佳,女,文学部,98,56,50,45,78,63,58
S0692,山崎 京助,男,文学部,89,63,59,59,84,52,64
S0693,藤井 和也,男,文学部,85,51,45,50,89,46,50
S0694,木村 七夏,女,文学部,93,59,56,45,83,57,50
S0695,田中 陽一,男,文学部,93,62,54,60,79,49,49
S0696,佐々木 美加子,女,文学部,97,48,51,45,85,50,60
S0697,西村 千代,女,文学部,87,46,57,65,85,45,55
S0698,福田 翔太,男,文学部,91,59,47,53,79,49,61
S0699,田中 学,男,文学部,87,58,45,57,88,55,62
S0700,林 涼平,男,文学部,97,45,64,55,86,52,50
S0701,斎藤 陽子,女,文学部,94,48,53,53,88,60,63
S0702,木村 裕樹,男,文学部,88,51,64,51,83,46,65
S0703,鈴木 修平,男,文学部,87,63,57,55,90,51,49
S0704,鈴木 充,男,文学部,90,53,60,64,81,49,57
S0705,山口 舞,女,文学部,93,61,60,58,85,51,55
S0706,山崎 浩,男,文学部,91,52,64,55,89,60,64
S0707,山田 稔,男,文学部,89,54,57,60,80,64,55
S0708,石川 舞,女,文学部,91,49,61,54,86,50,46
S0709,佐々木 あすか,女,文学部,89,48,45,65,78,53,63
S0710,田中 明美,女,文学部,86,58,65,65,79,52,61
S0711,木村 香織,女,文学部,96,54,56,64,86,63,50
S0712,鈴木 陽一,男,文学部,91,61,50,65,82,60,47
S0713,高橋 春香,女,文学部,92,48,55,47,85,61,62
S0714,鈴木 学,男,文学部,88,46,53,61,87,46,62
S0715,山田 真綾,女,文学部,97,45,59,56,78,65,49
S0716,近藤 花子,女,文学部,99,61,50,53,75,57,46
S0717,鈴木 涼平,男,文学部,93,60,61,56,84,59,63
S0718,山田 香織,女,文学部,88,56,60,57,77,54,63
S0719,石井 真綾,女,文学部,87,60,58,46,76,50,65
S0720,吉田 修平,男,文学部,94,52,45,46,90,65,47
S0721,山田 くみ子,女,文学部,97,45,61,60,83,46,51
S0722,伊藤 幹,女,文学部,91,56,57,47,82,50,59
S0723,山田 洋介,男,文学部,90,47,57,59,86,65,62
S0724,小林 京助,男,文学部,97,58,51,55,78,64,56
S0725,松本 里佳,女,文学部,88,45,56,57,75,65,46
S0726,木村 健一,男,文学部,100,49,49,57,77,56,63
S0727,松本 あすか,女,文学部,90,55,53,46,78,45,49
S0728,林 京助,男,文学部,100,60,47,65,87,50,65
S0729,斎藤 翔太,男,文学部,86,55,45,64,86,52,54
S0730,伊藤 涼平,男,文学部,98,49,48,59,79,52,63
S0731,高橋 花子,女,文学部,88,65,65,64,80,63,51
S0732,木村 陽子,女,文学部,95,48,45,51,87,47,61
S0733,小林 結衣,女,文学部,87,60,46,54,88,50,52
S0734,橋本 英樹,男,文学部,88,63,63,45,90,45,56
S0735,渡辺 陽一,男,文学部,86,54,60,45,83,56,47
S0736,山下 くみ子,女,文学部,92,57,49,54,84,45,54
S0737,木村 くみ子,女,文学部,100,49,59,47,75,56,50
S0738,伊藤 京助,男,文学部,87,49,48,57,88,64,59
S0739,藤田 知実,女,文学部,100,61,51,48,84,50,56
S0740,阿部 修平,男,文学部,98,54,54,59,82,52,55
S0741,山田 千代,女,文学部,96,54,45,59,80,57,46
S0742,鈴木 結衣,女,文学部,89,55,49,58,75,61,51
S0743,山田 裕美子,女,文学部,94,56,48,59,87,51,64
S0744,鈴木 七夏,女,文学部,94,49,56,48,86,57,51
S0745,吉田 直人,男,文学部,85,56,51,58,86,50,60
S0746,近藤 真綾,女,文学部,85,54,49,59,78,52,51
S0747,中村 和也,男,文学部,91,58,54,51,75,59,53
S0748,藤原 あすか,女,文学部,100,58,53,61,87,46,54
S0749,田中 千代,女,文学部,86,48,56,52,88,51,47
S0750,小林 零,男,文学部,90,53,60,50,82,53,57
S0751,後藤 舞,女,文学部,87,56,59,53,88,57,53
S0752,清水 翼,男,文学部,85,53,49,62,80,54,47
S0753,藤井 知実,女,文学部,88,55,50,45,90,57,60
S0754,松本 直人,男,文学部,88,46,58,64,88,58,64
S0755,阿部 あすか,女,文学部,100,60,52,53,87,48,49
S0756,小林 聡太郎,男,文学部,95,58,49,61,80,54,55
S0757,高橋 直子,女,文学部,92,58,50,45,89,64,57
S0758,山崎 直子,女,文学部,85,47,51,55,77,63,47
S0759,高橋 美加子,女,文学部,90,54,63,46,84,51,52
S0760,田中 幹,女,文学部,85,49,63,53,77,61,57
S0761,福田 京助,男,文学部,89,46,65,60,79,62,52
S0762,鈴木 陽一,男,文学部,85,57,53,60,85,55,54
S0763,林 舞,女,文学部,99,45,60,63,81,64,49
S0764,佐々木 陽一,男,文学部,88,52,64,49,78,51,49
S0765,清水 聡太郎,男,文学部,99,50,56,49,86,59,65
S0766,清水 亮介,男,文学部,95,49,60,59,90,50,48
S0767,山口 幹,女,文学部,91,49,48,52,81,63,59
S0768,石川 結衣,女,文学部,100,58,45,58,80,60,62
S0769,山田 涼平,男,文学部,88,49,50,52,75,53,48
S0770,山本 裕樹,男,文学部,86,61,59,48,81,63,46
S0771,中村 桃子,女,文学部,90,51,56,61,88,50,50
S0772,高橋 明美,女,文学部,100,57,65,56,88,62,47
S0773,福田 明美,女,文学部,93,47,56,65,75,55,61
S0774,松本 くみ子,女,文学部,85,56,61,45,87,56,64
S0775,高橋 亮介,男,文学部,97,51,51,54,86,50,54
S0776,吉田 明美,女,文学部,96,54,46,61,83,58,62
S0777,石井 千代,女,文学部,91,51,55,57,78,65,63
S0778,藤原 舞,女,文学部,88,49,56,65,78,64,57
S0779,石川 京助,男,文学部,89,51,52,52,83,46,57
S0780,小林 充,男,文学部,85,50,49,62,86,61,53
S0781,福田 康弘,男,文学部,91,60,47,58,79,58,52
S0782,高橋 充,男,文学部,97,54,56,49,81,64,57
S0783,藤田 亮介,男,文学部,90,56,63,58,80,45,47
S0784,近藤 充,男,文学部,90,57,60,45,80,49,53
S0785,小林 陽子,女,文学部,86,53,45,59,84,59,57
S0786,山口 明美,女,文学部,85,65,54,57,77,55,54
S0787,小林 浩,男,文学部,85,47,49,55,78,60,47
S0788,加藤 修平,男,文学部,89,58,65,48,77,46,51
S0789,森 晃,男,文学部,96,63,49,61,82,56,52
S0790,小林 涼平,男,文学部,85,48,62,64,84,52,51
S0791,佐藤 結衣,女,文学部,96,62,54,48,79,64,56
S0792,伊藤 結衣,女,文学部,97,65,46,50,85,54,59
S0793,中村 花子,女,文学部,91,53,46,60,87,58,64
S0794,村上 亮介,男,文学部,97,53,65,45,81,64,65
S0795,渡辺 康弘,男,文学部,93,51,59,56,80,65,59
S0796,加藤 幹,女,文学部,100,64,46,47,90,61,56
S0797,小林 明美,女,文学部,94,57,54,53,77,50,58
S0798,坂本 桃子,女,文学部,86,60,45,53,90,47,62
S0799,井上 くみ子,女,文学部,98,49,65,53,89,58,60
S0800,鈴木 浩,男,文学部,99,60,46,47,87,50,59
S0801,近藤 裕太,男,文学部,100,46,62,57,75,57,50
S0802,小林 直人,男,文学部,91,57,49,54,78,45,62
S0803,山口 健一,男,文学部,86,47,45,50,76,48,54
S0804,清水 里佳,女,文学部,87,61,63,46,78,46,54
S0805,山下 明美,女,文学部,89,55,51,63,81,64,48
S0806,遠藤 花子,女,文学部,92,65,56,47,80,61,49
S0807,田中 花子,女,文学部,93,53,50,49,84,63,47
S0808,佐々木 桃子,女,文学部,85,50,61,53,80,50,48
S0809,山田 智也,男,文学部,91,46,61,53,85,58,46
S0810,鈴木 晃,男,文学部,92,60,62,52,89,64,65
S0811,清水 篤司,男,文学部,91,56,62,54,75,65,56
S0812,池田 学,男,文学部,93,64,45,56,81,48,50
S0813,橋本 幹,女,文学部,88,50,61,60,82,51,58
S0814,木村 美加子,女,文学部,99,53,49,56,81,62,49
S0815,伊藤 零,男,文学部,97,65,56,55,87,63,63
S0816,林 幹,女,文学部,94,52,46,49,90,46,64
S0817,中川 春香,女,文学部,98,49,49,58,86,60,63
